Drug,Medium,Donor,run,Day,phylum,relative_abundance,relative_abundance_log10
cefixime,MGAM,MB007,run3,day 4,p__Verrucomicrobia,0,-6
cefixime,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefixime,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefixime,MGAM,MB007,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefixime,MGAM,MB007,run3,day 4,p__phototrophic bacterium[phylum],0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Acidobacteria,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Actinobacteria,0.0030805648783176873,-2.5112286843348124
cefotetan,MGAM,MB001,run1,day 4,p__Aquificae,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Bacteroidetes,0.684355594467954,-0.16471754352142157
cefotetan,MGAM,MB001,run1,day 4,p__Balneolaeota,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Caldiserica,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Calditrichaeota,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Chlamydiae,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Chlorobi,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Chloroflexi,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Chrysiogenetes,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Crenarchaeota,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Cyanobacteria,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Deferribacteres,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Dictyoglomi,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Elusimicrobia,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Euryarchaeota,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Fibrobacteres,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Firmicutes,0.27125184428555216,-0.5666256992225148
cefotetan,MGAM,MB001,run1,day 4,p__Fusobacteria,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Ignavibacteriae,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Lentisphaerae,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Nitrospirae,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Planctomycetes,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Proteobacteria,0.0022861034096989153,-2.6407141986436637
cefotetan,MGAM,MB001,run1,day 4,p__Spirochaetes,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Synergistetes,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Tenericutes,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Thermotogae,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__Verrucomicrobia,0,-6
cefotetan,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],1.6213499359566774e-5,-4.764130832283531
cefotetan,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefotetan,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefotetan,MGAM,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Acidobacteria,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Actinobacteria,0.03804572682628483,-1.4196826997982193
cefotetan,MGAM,MB002,run1,day 4,p__Aquificae,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Bacteroidetes,0.7557338418089259,-0.1216305549470481
cefotetan,MGAM,MB002,run1,day 4,p__Balneolaeota,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Caldiserica,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Calditrichaeota,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Chlamydiae,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Chlorobi,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Chloroflexi,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Chrysiogenetes,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Crenarchaeota,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Cyanobacteria,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Deferribacteres,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Dictyoglomi,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Elusimicrobia,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Euryarchaeota,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Fibrobacteres,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Firmicutes,0.03306290586605746,-1.4806458441741466
cefotetan,MGAM,MB002,run1,day 4,p__Fusobacteria,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Ignavibacteriae,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Lentisphaerae,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Nitrospirae,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Planctomycetes,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Proteobacteria,0.0028601752082171574,-2.543455546727402
cefotetan,MGAM,MB002,run1,day 4,p__Spirochaetes,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Synergistetes,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Tenericutes,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Thermotogae,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__Verrucomicrobia,0,-6
cefotetan,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefotetan,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefotetan,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefotetan,MGAM,MB002,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Acidobacteria,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Actinobacteria,0.02824945496975466,-1.5489745535343555
cefotetan,MGAM,MB003,run1,day 4,p__Aquificae,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Bacteroidetes,0.8421561703564958,-0.07460684929762938
cefotetan,MGAM,MB003,run1,day 4,p__Balneolaeota,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Caldiserica,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Calditrichaeota,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Chlamydiae,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Chlorobi,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Chloroflexi,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Chrysiogenetes,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Crenarchaeota,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Cyanobacteria,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Deferribacteres,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Deinococcus-Thermus,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Dictyoglomi,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Elusimicrobia,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Euryarchaeota,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Fibrobacteres,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Firmicutes,0.11362729142997513,-0.9445135235352357
cefotetan,MGAM,MB003,run1,day 4,p__Fusobacteria,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Gemmatimonadetes,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Ignavibacteriae,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Lentisphaerae,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Nitrospirae,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Planctomycetes,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Proteobacteria,0.001842355758897043,-2.7343908399216565
cefotetan,MGAM,MB003,run1,day 4,p__Spirochaetes,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Synergistetes,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Tenericutes,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Thermotogae,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__Verrucomicrobia,0,-6
cefotetan,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefotetan,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefotetan,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefotetan,MGAM,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Acidobacteria,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Actinobacteria,0.0424048983845753,-1.3725737316687887
cefotetan,MGAM,MB005,run1,day 4,p__Aquificae,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Bacteroidetes,0.6917665450755602,-0.16003981717743873
cefotetan,MGAM,MB005,run1,day 4,p__Balneolaeota,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Caldiserica,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Calditrichaeota,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Chlamydiae,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Chlorobi,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Chloroflexi,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Chrysiogenetes,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Crenarchaeota,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Cyanobacteria,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Deferribacteres,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Dictyoglomi,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Elusimicrobia,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Euryarchaeota,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Fibrobacteres,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Firmicutes,0.0302892131318395,-1.5186976708184758
cefotetan,MGAM,MB005,run1,day 4,p__Fusobacteria,1.628452318916102e-5,-4.762342596403464
cefotetan,MGAM,MB005,run1,day 4,p__Gemmatimonadetes,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Ignavibacteriae,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Lentisphaerae,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Nitrospirae,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Planctomycetes,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Proteobacteria,0.0055530224075039086,-2.255392372436739
cefotetan,MGAM,MB005,run1,day 4,p__Spirochaetes,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Synergistetes,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Tenericutes,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Thermobaculum[phylum],0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Thermodesulfobacteria,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Thermotogae,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__Verrucomicrobia,0,-6
cefotetan,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefotetan,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefotetan,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefotetan,MGAM,MB005,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Acidobacteria,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Actinobacteria,0.002150225192503269,-2.6673141248322207
cefuroxime,MGAM,MB001,run1,day 4,p__Aquificae,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Bacteroidetes,0.5432660177248293,-0.26498666061124715
cefuroxime,MGAM,MB001,run1,day 4,p__Balneolaeota,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Caldiserica,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Calditrichaeota,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Chlamydiae,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Chlorobi,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Chloroflexi,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Chrysiogenetes,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Crenarchaeota,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Cyanobacteria,1.452854859799506e-5,-4.808869134441342
cefuroxime,MGAM,MB001,run1,day 4,p__Deferribacteres,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Dictyoglomi,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Elusimicrobia,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Euryarchaeota,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Fibrobacteres,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Firmicutes,0.3870841202963824,-0.41219352281014887
cefuroxime,MGAM,MB001,run1,day 4,p__Fusobacteria,1.452854859799506e-5,-4.808869134441342
cefuroxime,MGAM,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Ignavibacteriae,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Lentisphaerae,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Nitrospirae,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Planctomycetes,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Proteobacteria,0.0023245677756792097,-2.633470999014401
cefuroxime,MGAM,MB001,run1,day 4,p__Spirochaetes,1.452854859799506e-5,-4.808869134441342
cefuroxime,MGAM,MB001,run1,day 4,p__Synergistetes,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Tenericutes,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Thermotogae,0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__Verrucomicrobia,1.452854859799506e-5,-4.808869134441342
cefuroxime,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],1.452854859799506e-5,-4.808869134441342
cefuroxime,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefuroxime,MGAM,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Acidobacteria,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Actinobacteria,0.011128473688656137,-1.9535253729085027
cefuroxime,MGAM,MB002,run1,day 4,p__Aquificae,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Bacteroidetes,0.014148154404932849,-1.849269514079264
cefuroxime,MGAM,MB002,run1,day 4,p__Balneolaeota,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Caldiserica,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Calditrichaeota,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Chlamydiae,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Chlorobi,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Chloroflexi,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Chrysiogenetes,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Crenarchaeota,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Cyanobacteria,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Deferribacteres,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Dictyoglomi,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Elusimicrobia,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Euryarchaeota,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Fibrobacteres,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Firmicutes,0.7647183039108033,-0.1164979467194966
cefuroxime,MGAM,MB002,run1,day 4,p__Fusobacteria,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Ignavibacteriae,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Lentisphaerae,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Nitrospirae,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Planctomycetes,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Proteobacteria,0.021897964355097558,-1.659576423310637
cefuroxime,MGAM,MB002,run1,day 4,p__Spirochaetes,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Synergistetes,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Tenericutes,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Thermotogae,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__Verrucomicrobia,0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefuroxime,MGAM,MB002,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Acidobacteria,1.3293452974410103e-5,-4.844862842826787
cefuroxime,MGAM,MB003,run1,day 4,p__Actinobacteria,3.589232303090728e-4,-3.443790122034339
cefuroxime,MGAM,MB003,run1,day 4,p__Aquificae,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Bacteroidetes,0.6913924891990695,-0.1602747144931065
cefuroxime,MGAM,MB003,run1,day 4,p__Balneolaeota,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Caldiserica,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Calditrichaeota,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Chlamydiae,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Chlorobi,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Chloroflexi,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Chrysiogenetes,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Crenarchaeota,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Cyanobacteria,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Deferribacteres,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Deinococcus-Thermus,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Dictyoglomi,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Elusimicrobia,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Euryarchaeota,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Fibrobacteres,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Firmicutes,0.23345962113659022,-0.6317863633434337
cefuroxime,MGAM,MB003,run1,day 4,p__Fusobacteria,1.3293452974410103e-5,-4.844862842826787
cefuroxime,MGAM,MB003,run1,day 4,p__Gemmatimonadetes,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Ignavibacteriae,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Lentisphaerae,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Nitrospirae,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Planctomycetes,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Proteobacteria,0.06489863742107012,-1.1877577294934423
cefuroxime,MGAM,MB003,run1,day 4,p__Spirochaetes,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Synergistetes,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Tenericutes,1.3293452974410103e-5,-4.844862842826787
cefuroxime,MGAM,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Thermotogae,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__Verrucomicrobia,0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefuroxime,MGAM,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Acidobacteria,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Actinobacteria,0.0021115969652801135,-2.6751833484044734
cefuroxime,MGAM,MB005,run1,day 4,p__Aquificae,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Bacteroidetes,0.4101730388309601,-0.3870318309234261
cefuroxime,MGAM,MB005,run1,day 4,p__Balneolaeota,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Caldiserica,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Calditrichaeota,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Chlamydiae,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Chlorobi,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Chloroflexi,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Chrysiogenetes,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Crenarchaeota,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Cyanobacteria,1.8686698807788616e-5,-4.705827103047231
cefuroxime,MGAM,MB005,run1,day 4,p__Deferribacteres,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Dictyoglomi,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Elusimicrobia,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Euryarchaeota,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Fibrobacteres,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Firmicutes,0.3430691034121912,-0.4646171265629867
cefuroxime,MGAM,MB005,run1,day 4,p__Fusobacteria,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Gemmatimonadetes,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Ignavibacteriae,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Lentisphaerae,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Nitrospirae,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Planctomycetes,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Proteobacteria,0.2334342415068954,-0.6318335782965826
cefuroxime,MGAM,MB005,run1,day 4,p__Spirochaetes,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Synergistetes,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Tenericutes,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Thermobaculum[phylum],0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Thermodesulfobacteria,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Thermotogae,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__Verrucomicrobia,0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
cefuroxime,MGAM,MB005,run1,day 4,p__phototrophic bacterium[phylum],0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Acidobacteria,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Actinobacteria,0.05178558614586074,-1.2857827174216097
cefuroxime,MGAM,MB006,run3,day 4,p__Aquificae,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Bacteroidetes,0.7497428660272203,-0.12508707870138328
cefuroxime,MGAM,MB006,run3,day 4,p__Balneolaeota,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Caldiserica,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Calditrichaeota,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Chlamydiae,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Chlorobi,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Chloroflexi,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Chrysiogenetes,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Crenarchaeota,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Cyanobacteria,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Deferribacteres,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Deinococcus-Thermus,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Dictyoglomi,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Elusimicrobia,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Euryarchaeota,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Fibrobacteres,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Firmicutes,0.19591216781878631,-0.7079363729953158
cefuroxime,MGAM,MB006,run3,day 4,p__Fusobacteria,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Gemmatimonadetes,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Ignavibacteriae,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Lentisphaerae,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Nitrospirae,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Planctomycetes,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Proteobacteria,2.7507355227593465e-4,-3.558975196587048
cefuroxime,MGAM,MB006,run3,day 4,p__Spirochaetes,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Synergistetes,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Tenericutes,0,-6
cefuroxime,MGAM,MB006,run3,day 4,p__Thermobaculum[phylum],0,-6
